power,cruise speed,bandwidth,quality,illuminance,smoke intensity,obstacle size,obstacle distance,firm obstacle,req_0,req_1,req_2,req_3,req_4,req_5
81.0,2.5233,27.7538,0.0,40814.0886,0.0,118.9814,8.3585,1.0,True,True,True,True,True,True
57.0,3.7765,49.5639,2.0,22251.6492,1.0,25.2026,4.4217,0.0,False,False,False,True,True,True
22.0,0.9191,37.8564,1.0,64420.0102,0.0,11.0488,6.6044,0.0,False,False,True,True,True,True
11.0,2.1702,33.8027,2.0,43155.2411,1.0,72.838,0.5013,0.0,True,True,True,True,True,True
6.0,1.1924,35.9294,0.0,16176.1943,0.0,70.017,0.6589,0.0,True,True,True,False,False,True
51.0,2.4197,43.4773,1.0,1588.6827,0.0,84.5339,1.5262,1.0,True,True,True,True,True,True
52.0,4.086,42.9253,2.0,118982.7812,0.0,27.4675,0.2652,0.0,False,False,False,True,True,True
45.0,3.6947,37.5678,1.0,40904.643,1.0,81.7689,0.0068,0.0,True,True,True,True,True,True
59.0,4.2404,47.9597,0.0,14223.283,0.0,67.8341,2.9627,0.0,True,True,True,True,True,True
29.0,0.8406,14.6787,0.0,30170.8257,0.0,68.03,2.7044,0.0,True,True,True,True,True,True
9.0,1.712,25.4936,2.0,116447.7636,2.0,117.8234,4.5464,1.0,True,True,True,True,True,True
15.0,1.5365,47.7217,2.0,95338.9057,0.0,19.551,2.9551,1.0,False,False,False,True,True,True
49.0,1.3236,42.146,1.0,13394.3823,2.0,57.8051,2.3429,0.0,True,True,True,True,True,True
65.0,3.35,40.9928,2.0,30532.1418,1.0,102.077,0.0608,1.0,True,True,True,True,True,True
83.0,3.4732,19.6873,0.0,37944.0488,2.0,88.9366,7.9918,0.0,True,True,True,True,True,True
95.0,2.2312,49.3494,0.0,110730.434,1.0,45.5434,0.6593,1.0,True,True,True,True,True,True
86.0,1.2055,14.0094,2.0,74369.7625,0.0,9.394,7.4962,1.0,False,False,True,True,True,True
56.0,0.7744,29.609,1.0,103404.809,0.0,16.5227,3.6888,1.0,False,False,True,True,True,True
0.0,0.1634,28.857,1.0,15594.5073,0.0,31.7844,5.9399,0.0,False,False,False,True,True,True
85.0,0.356,31.8378,1.0,7151.8432,2.0,92.7731,0.0821,1.0,True,True,True,True,True,True
15.0,0.2945,40.6041,0.0,108559.107,1.0,6.1316,5.87,1.0,True,True,True,True,True,True
23.0,0.6702,38.8032,2.0,11287.1497,2.0,51.5256,8.1569,1.0,False,False,False,True,True,True
22.0,0.5271,30.7588,2.0,76201.8405,1.0,87.5211,9.201,1.0,False,True,True,True,True,True
26.0,2.6777,30.493,1.0,4163.752,0.0,103.1511,7.2324,0.0,True,True,True,True,True,True
21.0,2.3405,13.4433,0.0,9477.4367,0.0,71.0204,8.8147,0.0,True,True,True,True,True,True
98.0,1.7319,10.9551,0.0,32121.0854,1.0,17.236,6.7668,0.0,False,False,False,True,True,True
72.0,2.5055,35.2795,1.0,111368.6321,0.0,58.2188,4.1743,1.0,True,True,True,True,True,True
21.0,1.263,32.706,0.0,92169.9133,1.0,115.1782,4.8498,1.0,True,True,True,True,True,True
18.0,3.7456,44.1158,2.0,19781.2586,1.0,67.0586,2.4348,0.0,True,True,True,True,True,True
88.0,0.6564,33.9589,0.0,108879.1389,1.0,73.9421,8.9801,0.0,True,True,True,True,True,True
67.0,2.3254,11.2607,2.0,95217.4634,2.0,87.6248,0.7537,1.0,True,True,True,True,True,True
87.0,0.9187,36.4067,1.0,37566.6956,2.0,17.4193,1.3338,1.0,False,False,False,True,True,True
33.0,1.5301,30.9531,2.0,19325.7648,2.0,26.6825,9.1604,0.0,False,False,False,True,True,True
73.0,1.9804,44.928,2.0,49809.333,2.0,88.9572,9.6072,0.0,False,False,True,False,True,True
31.0,1.8323,32.2619,0.0,49179.2188,1.0,97.7823,6.1109,0.0,True,True,True,True,True,True
29.0,0.6297,42.7768,1.0,15989.7619,0.0,105.0136,9.0448,1.0,True,True,True,True,True,True
14.0,4.6911,12.7485,0.0,65846.7657,0.0,110.8837,1.5047,1.0,True,True,True,True,True,True
43.0,1.6459,19.0883,0.0,93877.2435,0.0,103.0711,5.4846,0.0,True,True,True,True,True,True
80.0,1.788,31.5316,1.0,109374.6755,2.0,19.699,8.3432,0.0,False,False,False,True,True,True
29.0,3.0413,33.1743,0.0,61125.5412,0.0,60.5517,3.1482,1.0,True,True,True,True,True,True
63.0,3.5291,45.6553,0.0,88148.6796,0.0,88.8248,6.7664,1.0,False,True,True,True,True,True
99.0,3.8913,37.7648,1.0,20642.6669,2.0,60.218,5.2069,0.0,False,True,True,True,True,True
87.0,1.0799,19.8377,0.0,91357.8341,2.0,50.1632,6.9398,1.0,False,True,True,True,True,True
18.0,1.6544,23.2873,2.0,103437.3695,1.0,93.1837,6.6768,0.0,True,True,True,True,True,True
50.0,1.54,16.8026,0.0,100459.9995,1.0,119.9715,9.7378,1.0,True,True,True,True,True,True
69.0,1.1093,40.9945,0.0,102401.5926,0.0,90.403,9.8987,0.0,False,True,True,True,True,True
55.0,3.0816,16.7145,0.0,51226.4764,2.0,20.852,6.578,0.0,False,False,False,True,True,True
90.0,4.611,16.5994,0.0,11267.7672,1.0,34.2895,4.4317,0.0,False,False,True,True,True,True
24.0,3.9597,19.6936,2.0,9499.7706,1.0,8.2811,5.3685,0.0,False,False,True,True,True,True
2.0,2.7621,35.1727,0.0,97718.4325,2.0,79.8274,1.4208,0.0,True,True,True,True,True,True
56.0,2.2475,14.3935,0.0,107972.809,2.0,41.8853,7.6196,0.0,False,True,True,True,True,True
85.0,3.9347,42.4824,1.0,78235.9112,2.0,53.4768,2.1305,0.0,True,True,True,True,True,True
55.0,3.497,28.6679,0.0,7266.558,1.0,41.541,6.584,0.0,True,True,True,True,True,True
49.0,3.1842,38.0677,2.0,68961.7513,0.0,86.5051,1.3774,1.0,True,True,True,True,True,True
41.0,2.0893,43.8385,0.0,84195.7782,1.0,118.1074,7.2093,1.0,True,True,True,True,True,True
74.0,3.7251,40.6288,2.0,13217.0498,1.0,110.1186,5.0057,1.0,True,True,True,True,True,True
18.0,0.744,43.8424,2.0,56148.8356,0.0,58.0049,3.7314,1.0,True,True,True,True,True,True
95.0,2.4313,14.9956,1.0,78077.4778,1.0,70.6345,9.4006,1.0,True,True,True,True,True,True
97.0,0.2736,13.0307,0.0,51798.5359,0.0,15.654,2.6486,1.0,False,False,False,True,True,True
98.0,2.0108,39.0204,2.0,38348.1481,0.0,94.3666,8.2661,1.0,True,True,True,True,True,True
11.0,4.1855,21.5038,2.0,86727.7264,2.0,90.5019,8.1116,0.0,False,False,True,True,True,True
35.0,3.3642,33.6821,1.0,18994.4903,1.0,24.9559,7.6665,1.0,False,False,False,True,True,True
5.0,0.16,17.6217,1.0,2660.149,2.0,54.4475,7.3162,1.0,True,True,True,True,True,True
80.0,0.6481,31.5261,0.0,106719.4955,2.0,1.223,5.1585,1.0,True,True,True,True,True,True
54.0,0.8983,41.4742,0.0,24093.8817,2.0,114.2208,1.3612,0.0,True,True,True,True,True,True
36.0,1.8574,27.6239,0.0,113383.7425,1.0,67.7324,2.9603,1.0,True,True,True,True,True,True
9.0,4.1787,45.5907,2.0,74778.0452,2.0,27.3917,7.8048,0.0,False,False,False,True,True,True
29.0,0.6717,30.5967,0.0,17231.869,0.0,30.6508,9.7935,0.0,False,False,False,True,True,True
73.0,4.0712,22.0537,1.0,51999.6901,2.0,46.783,9.1791,1.0,True,True,True,True,True,True
29.0,3.4391,44.707,1.0,55826.642,0.0,47.0995,2.683,1.0,True,True,True,True,True,True
52.0,2.8172,49.657,0.0,1691.7293,0.0,36.2458,0.6034,0.0,True,True,True,True,True,True
5.0,4.9701,37.5592,1.0,37574.0634,1.0,99.8355,1.4726,1.0,False,False,True,True,True,True
45.0,1.1961,35.574,2.0,59902.0901,0.0,74.9643,7.2166,1.0,True,True,True,True,True,True
70.0,3.0322,28.7507,2.0,40780.8981,1.0,98.788,7.4139,0.0,False,False,True,False,True,True
44.0,3.158,25.489,0.0,87884.1854,2.0,74.1415,8.1413,1.0,True,True,True,True,True,True
43.0,1.346,26.5542,1.0,2442.68,1.0,72.514,4.6558,0.0,True,True,True,True,True,True
3.0,0.8989,30.4295,1.0,77739.1494,2.0,34.8252,3.4038,1.0,True,True,True,True,True,True
97.0,4.3123,14.822,2.0,68803.8238,2.0,91.4008,5.0785,0.0,False,False,True,True,True,True
85.0,2.9888,40.7105,1.0,93401.1636,2.0,73.3408,8.6839,1.0,True,True,True,True,True,True
37.0,4.6096,13.5265,2.0,90420.953,0.0,62.3387,4.6959,1.0,False,True,True,True,True,True
84.0,2.4028,27.816,0.0,102603.2472,1.0,34.5115,0.629,0.0,True,True,True,True,True,True
51.0,0.9922,23.6765,1.0,27512.5299,2.0,19.4004,0.7437,1.0,False,False,False,True,True,True
60.0,1.8362,34.1049,1.0,76813.4414,0.0,114.4558,5.2465,1.0,True,True,True,True,True,True
69.0,4.0785,30.7727,0.0,57612.3736,2.0,57.9434,3.0684,1.0,True,True,True,True,True,True
3.0,1.6008,46.147,2.0,90248.9154,1.0,4.3469,1.9762,1.0,True,True,True,True,True,True
96.0,4.1377,43.6201,2.0,99485.1822,2.0,53.9345,0.0685,1.0,False,True,True,True,True,True
82.0,3.5048,34.0897,2.0,15444.9281,1.0,11.9014,7.5003,0.0,False,True,True,True,True,True
88.0,0.8558,15.9941,1.0,22630.6749,0.0,105.6641,1.0027,1.0,True,True,True,True,True,True
90.0,0.1356,44.4475,1.0,18525.267,0.0,115.942,4.2007,0.0,True,True,True,True,True,True
78.0,0.3188,38.4684,1.0,64311.5454,0.0,48.7809,1.3778,0.0,True,True,True,True,True,True
3.0,4.8834,40.4509,1.0,50547.9312,1.0,100.8055,1.8246,0.0,False,False,True,False,True,True
69.0,2.8015,11.342,2.0,15756.2047,0.0,91.0352,6.7782,0.0,False,True,True,True,True,True
23.0,4.2095,42.6011,2.0,72427.9851,0.0,106.3718,1.0898,0.0,True,True,True,True,True,True
21.0,4.2298,27.6978,2.0,65387.3287,2.0,81.8753,7.6655,1.0,True,True,True,True,True,True
40.0,1.9984,18.3147,2.0,70437.4835,2.0,98.4609,9.3944,1.0,True,True,True,True,True,True
23.0,4.9356,11.4729,0.0,115112.577,2.0,48.088,5.0164,0.0,False,False,False,True,True,True
68.0,4.3782,37.5794,0.0,25291.5789,0.0,4.426,3.2667,1.0,False,True,True,True,True,True
59.0,1.9279,23.9327,0.0,34112.4711,0.0,84.3532,7.448,1.0,True,True,True,True,True,True
13.0,4.5332,36.8977,1.0,51337.9235,2.0,44.9394,4.7226,1.0,True,True,True,True,True,True
90.0,1.146,15.0507,1.0,59265.5411,2.0,19.7673,1.2728,0.0,False,False,False,True,True,True
44.0,3.7059,10.4713,0.0,9453.4661,2.0,105.9427,5.3079,1.0,True,True,True,True,True,True
11.0,1.0451,35.4908,2.0,46842.7168,2.0,8.4935,9.1112,0.0,True,True,True,True,True,True
82.0,3.974,22.0205,1.0,38597.4495,2.0,20.8629,0.5064,0.0,False,False,False,True,True,True
47.0,4.1238,32.7872,2.0,110318.8642,0.0,109.6378,7.6163,1.0,True,True,True,True,True,True
41.0,3.5577,36.669,1.0,99287.7955,1.0,43.9431,7.0704,0.0,True,True,True,True,True,True
29.0,1.1422,35.6086,2.0,71442.0051,1.0,0.5528,3.0768,0.0,True,True,True,True,True,True
76.0,4.3594,46.348,1.0,54689.4225,1.0,96.0931,5.6675,0.0,False,False,True,True,True,True
18.0,4.0759,30.1908,0.0,48968.3911,2.0,107.6353,2.6052,0.0,True,True,True,True,True,True
98.0,1.6527,39.2521,1.0,92137.2869,0.0,30.4213,4.5141,0.0,False,False,False,True,True,True
36.0,3.6956,25.3403,2.0,42553.3834,2.0,92.3307,0.2052,0.0,False,True,True,True,True,True
78.0,3.9937,28.8097,2.0,118916.6452,0.0,36.8226,8.1868,0.0,False,False,False,True,True,True
54.0,3.3151,13.1518,0.0,91503.5472,2.0,6.8799,7.3788,1.0,False,True,True,True,True,True
11.0,2.7954,27.6316,0.0,64757.799,2.0,51.2579,0.5569,0.0,False,True,True,True,True,True
39.0,1.194,27.3778,1.0,49131.6982,1.0,9.733,3.9178,1.0,False,True,True,True,True,True
24.0,1.1184,25.3885,0.0,70362.2281,0.0,90.3164,0.8671,1.0,True,True,True,True,True,True
41.0,2.8689,20.3127,1.0,69568.4126,1.0,3.452,8.6713,1.0,True,True,True,True,True,True
11.0,1.1502,19.7557,2.0,50727.256,2.0,70.5815,6.6028,1.0,False,True,True,True,True,True
58.0,0.3419,42.6204,0.0,48015.273,2.0,93.1543,8.3354,0.0,True,True,True,True,True,True
72.0,0.7235,31.5618,2.0,25674.1861,0.0,52.5749,8.7103,1.0,True,True,True,True,True,True
38.0,4.1735,21.8056,0.0,51231.4428,2.0,38.5147,9.4466,1.0,True,True,True,True,True,True
87.0,3.5334,19.8713,2.0,57921.0618,1.0,62.4527,2.9164,1.0,True,True,True,True,True,True
33.0,0.2845,38.2398,1.0,68097.7785,2.0,50.5304,3.1216,0.0,True,True,True,True,True,True
77.0,0.7013,29.3187,1.0,90463.8074,1.0,47.8831,3.3458,0.0,True,True,True,True,True,True
11.0,1.0199,13.651,2.0,36724.7341,2.0,29.4392,2.2832,0.0,False,False,False,True,True,True
24.0,2.5336,40.8315,1.0,99516.8179,1.0,63.6492,0.883,1.0,True,True,True,True,True,True
54.0,3.5921,44.3979,0.0,14843.0248,2.0,109.5358,9.6282,1.0,True,True,True,True,True,True
60.0,2.4004,42.6624,1.0,99134.4804,1.0,72.3817,0.9535,1.0,True,True,True,True,True,True
32.0,2.0869,12.0541,0.0,105702.0398,1.0,99.4843,4.1798,0.0,True,True,True,True,True,True
48.0,4.8001,28.7181,2.0,72703.085,2.0,77.7751,5.9739,1.0,False,True,True,True,True,True
91.0,2.577,26.832,1.0,44629.1198,2.0,48.0289,8.8173,1.0,False,True,True,True,True,True
52.0,0.6179,42.5887,2.0,83302.1823,1.0,57.0319,2.0614,1.0,True,True,True,True,True,True
91.0,4.628,36.086,1.0,93865.6018,0.0,65.3314,1.848,1.0,False,True,True,True,True,True
4.0,4.4706,25.4798,2.0,11060.676,2.0,10.6403,0.5178,0.0,False,False,False,True,True,True
84.0,2.191,46.73,1.0,10794.5682,1.0,115.4176,6.3682,0.0,True,True,True,True,True,True
53.0,2.5945,42.9946,0.0,66296.3138,1.0,6.577,8.6792,0.0,True,True,True,True,True,True
46.0,3.5771,11.1991,0.0,6567.0089,0.0,109.6739,8.6872,0.0,True,True,True,True,True,True
1.0,2.3729,34.2903,0.0,23633.4382,1.0,101.9467,7.1809,0.0,True,True,True,True,True,True
80.0,1.8738,32.8273,1.0,110068.0615,0.0,39.8169,0.4735,1.0,True,True,True,True,True,True
83.0,0.1683,21.6262,2.0,102750.7425,0.0,112.9699,7.8229,1.0,True,True,True,True,True,True
77.0,3.4974,43.8228,2.0,29660.4308,2.0,92.9014,6.4147,0.0,False,False,True,True,True,True
28.0,0.8491,39.3468,0.0,62700.4503,2.0,99.2202,7.7789,1.0,True,True,True,True,True,True
32.0,2.652,17.9107,2.0,75701.276,2.0,12.9573,4.5391,0.0,False,False,True,True,True,True
4.0,4.2439,27.9601,2.0,113699.1992,1.0,79.7275,5.9049,1.0,True,True,True,True,True,True
45.0,1.3912,32.433,2.0,112067.6965,1.0,69.1282,7.6826,1.0,False,True,True,True,True,True
13.0,1.0947,16.2983,0.0,22530.3368,0.0,87.783,1.4775,1.0,True,True,True,True,True,True
26.0,1.0685,48.0843,2.0,65366.8477,2.0,0.171,5.1737,1.0,True,True,True,True,True,True
30.0,3.2604,10.3498,2.0,119496.3815,2.0,0.4712,7.8652,0.0,False,True,True,True,True,True
61.0,1.7449,14.3209,2.0,90134.0102,0.0,34.5778,9.5651,1.0,False,False,True,True,True,True
95.0,1.8406,14.5805,1.0,112591.2392,0.0,17.0635,8.5104,1.0,False,False,False,True,True,True
65.0,1.9859,36.2271,0.0,50551.0493,1.0,51.6254,5.2522,1.0,True,True,True,True,True,True
39.0,1.6451,18.5286,0.0,66147.7709,0.0,54.0689,0.2525,1.0,True,True,True,True,True,True
18.0,4.8211,35.9531,0.0,68909.8878,0.0,61.7109,2.7748,1.0,True,True,True,True,True,True
100.0,0.6373,39.0095,2.0,46170.0868,0.0,70.5633,7.0781,1.0,True,True,True,True,True,True
66.0,1.9346,44.9039,1.0,39533.6848,2.0,3.3724,9.5615,0.0,True,True,True,True,True,True
94.0,2.0358,24.4197,2.0,98505.6563,2.0,35.7875,6.8724,1.0,False,False,True,True,True,True
67.0,4.6757,26.3999,1.0,29290.5081,0.0,23.5524,9.598,0.0,False,False,False,True,True,True
27.0,2.86,42.6942,1.0,29792.1696,2.0,22.4824,1.1188,1.0,False,False,False,True,True,True
41.0,1.9849,20.6784,2.0,68738.0926,1.0,118.0766,8.7446,0.0,False,False,True,True,True,True
41.0,4.7294,20.3289,2.0,40244.8567,1.0,14.0551,0.3372,0.0,False,False,False,True,True,True
52.0,3.4321,25.9943,0.0,116071.6216,2.0,44.9079,2.4544,0.0,True,True,True,True,True,True
99.0,1.6767,42.0058,0.0,95695.0175,1.0,118.2341,9.1644,0.0,False,True,True,True,True,True
21.0,3.7625,22.2507,1.0,76508.0078,2.0,107.5445,2.2675,0.0,True,True,True,True,True,True
41.0,4.4651,29.5481,2.0,100445.677,1.0,52.3938,7.5425,1.0,False,True,True,True,True,True
47.0,4.0343,14.5709,0.0,34774.952,0.0,0.4321,6.0158,1.0,True,True,True,True,True,True
77.0,1.1764,43.754,1.0,111007.3751,2.0,100.3551,3.2239,0.0,True,True,True,True,True,True
80.0,4.6117,20.8885,2.0,48838.9194,1.0,100.0478,8.6481,0.0,False,False,True,True,True,True
39.0,4.7551,11.1732,1.0,27187.6916,0.0,60.0005,9.8803,1.0,False,True,True,True,True,True
84.0,4.298,46.928,2.0,17439.4372,0.0,10.3408,9.0795,0.0,False,False,True,True,True,True
24.0,0.9606,18.6138,2.0,99163.5554,2.0,80.1734,9.111,0.0,True,True,True,True,True,True
44.0,1.9938,45.2813,0.0,56479.9675,0.0,21.8128,0.7532,1.0,False,False,False,True,True,True
51.0,2.4849,36.443,1.0,90864.7404,1.0,56.5557,2.1595,0.0,True,True,True,True,True,True
29.0,1.5847,17.5642,1.0,30832.6888,0.0,9.5028,0.0011,0.0,False,False,False,True,True,True
48.0,2.2507,38.2026,0.0,62676.6711,1.0,63.0798,6.9356,1.0,True,True,True,True,True,True
13.0,0.7156,37.2341,1.0,24451.3819,0.0,47.2983,1.2455,1.0,True,True,True,True,True,True
29.0,4.0663,35.9302,1.0,99086.2448,0.0,93.6429,3.0904,1.0,True,True,True,True,True,True
0.0,2.7975,27.7074,0.0,42781.0364,2.0,12.5222,3.942,1.0,False,False,False,True,True,True
38.0,1.2266,46.3618,0.0,92148.0313,0.0,43.0719,8.9008,0.0,True,True,True,False,True,True
17.0,0.9724,19.2104,1.0,57739.7499,2.0,100.0197,4.7043,1.0,True,True,True,True,True,True
84.0,1.0046,18.1307,2.0,16129.0853,1.0,63.5736,4.9421,1.0,True,True,True,True,True,True
67.0,3.8014,25.0746,2.0,101399.059,2.0,21.1235,1.0323,1.0,False,False,False,True,True,True
72.0,0.8403,26.1131,0.0,12672.3639,1.0,57.0406,8.8483,0.0,False,True,True,False,True,True
27.0,0.3433,13.0749,0.0,10311.1827,2.0,88.4476,1.1405,1.0,True,True,True,True,True,True
85.0,3.6078,21.1614,2.0,26540.4008,2.0,78.3909,1.1721,1.0,True,True,True,True,True,True
17.0,4.6141,13.3408,1.0,97220.0513,0.0,44.6487,4.8263,1.0,False,False,True,True,True,True
95.0,1.016,36.1256,1.0,92083.8553,0.0,43.8959,7.2532,0.0,True,True,True,True,True,True
5.0,4.395,30.0195,1.0,59507.4429,0.0,67.1617,5.8549,0.0,False,False,True,True,True,True
76.0,0.4224,20.2195,2.0,83912.8705,1.0,110.2505,6.5092,1.0,True,True,True,True,True,True
56.0,3.951,44.5696,1.0,88331.4195,1.0,35.7824,9.2075,0.0,False,False,False,True,True,True
76.0,3.4578,45.1269,2.0,61315.7438,0.0,38.3603,3.9916,0.0,False,True,True,True,True,True
83.0,4.3588,47.6103,2.0,84089.6227,1.0,73.2334,0.0763,0.0,True,True,True,True,True,True
93.0,4.7635,18.7788,0.0,104890.4384,1.0,64.4662,6.3858,0.0,True,True,True,True,True,True
89.0,2.2765,30.5536,0.0,76463.1837,2.0,94.9657,7.2352,0.0,True,True,True,True,True,True
34.0,2.2929,38.778,0.0,5067.2682,2.0,88.1187,2.4948,0.0,True,True,True,True,True,True
40.0,3.6382,14.0523,2.0,28829.7056,1.0,104.7355,6.5043,1.0,False,True,True,True,True,True
88.0,0.4315,18.0727,0.0,114235.6011,0.0,61.6806,8.7487,1.0,True,True,True,True,True,True
6.0,1.9565,18.303,2.0,22789.4491,1.0,76.1507,5.6971,0.0,False,True,True,True,True,True
61.0,0.17,14.8323,2.0,46838.6459,1.0,95.1681,1.7128,0.0,False,False,True,True,True,True
76.0,1.2374,39.3085,1.0,49295.6557,1.0,84.8466,5.2732,1.0,True,True,True,True,True,True
45.0,2.8192,27.5395,1.0,11356.276,1.0,36.7632,6.7382,1.0,False,False,True,False,True,True
94.0,2.7422,10.4128,0.0,73452.3297,2.0,24.0944,9.8148,0.0,False,False,False,True,True,True
20.0,3.7421,14.866,0.0,64485.6844,0.0,8.7556,3.2716,0.0,True,True,True,True,True,True
60.0,4.0531,49.183,0.0,46394.7315,1.0,14.7343,6.5671,0.0,False,False,False,True,True,True
44.0,3.7606,12.2218,2.0,57933.0605,0.0,100.3985,4.9304,0.0,True,True,True,True,True,True
8.0,1.9628,33.8364,2.0,115894.6186,2.0,72.5648,8.8302,1.0,False,True,True,True,True,True
79.0,3.6596,39.4209,1.0,93295.6224,0.0,22.9353,9.3869,1.0,False,False,False,True,True,True
44.0,4.6555,47.2478,0.0,69423.9675,0.0,7.85,3.1462,1.0,False,False,True,True,True,True
0.0,0.2361,42.8964,1.0,81224.3637,0.0,86.6166,0.0959,1.0,False,True,True,True,True,True
48.0,0.3045,11.0799,1.0,89817.3315,1.0,91.3955,8.3492,1.0,True,True,True,True,True,True
41.0,0.2976,42.1018,0.0,93949.9783,1.0,33.8623,5.3259,1.0,False,False,True,True,True,True
88.0,4.3926,24.1651,1.0,57310.8152,0.0,33.8207,3.1504,0.0,False,False,False,True,True,True
49.0,1.8916,14.5995,0.0,94980.4289,2.0,107.0102,4.2909,1.0,True,True,True,True,True,True
81.0,0.0281,10.1944,1.0,5386.8278,1.0,18.5077,8.5547,1.0,False,False,False,True,True,True
4.0,4.5817,16.2599,1.0,86163.5186,1.0,39.7815,2.7542,1.0,False,True,True,True,True,True
34.0,1.3358,17.5436,1.0,107511.0696,1.0,55.5174,9.5876,0.0,False,True,True,True,True,True
22.0,0.1173,28.2108,1.0,4758.5678,1.0,33.559,7.643,1.0,False,False,False,True,True,True
44.0,0.8181,20.7435,2.0,70620.2635,0.0,98.2885,0.7597,1.0,True,True,True,True,True,True
3.0,3.9964,39.1911,2.0,43016.281,2.0,60.4178,1.5873,1.0,True,True,True,True,True,True
76.0,2.8421,10.1213,2.0,30680.2689,0.0,92.5776,1.4532,1.0,True,True,True,True,True,True
6.0,4.0657,26.9239,0.0,117290.9392,1.0,16.5705,3.4484,0.0,False,False,True,True,True,True
44.0,0.1015,37.3527,0.0,76000.1264,0.0,70.3916,8.9262,0.0,True,True,True,True,True,True
42.0,0.5672,33.723,2.0,96093.8065,0.0,105.6192,2.0848,0.0,True,True,True,True,True,True
63.0,2.4822,11.3965,0.0,86569.4518,0.0,95.9391,0.4297,0.0,True,True,True,True,True,True
50.0,1.9097,17.0726,1.0,4937.0206,0.0,116.1492,7.0254,0.0,True,True,True,True,True,True
82.0,3.2384,38.5191,0.0,21328.6301,1.0,49.3374,5.9706,1.0,True,True,True,True,True,True
36.0,4.3057,16.6227,0.0,95541.7806,0.0,7.7121,7.9828,1.0,True,True,True,True,True,True
66.0,4.372,34.995,0.0,93097.7385,1.0,87.2526,8.9149,0.0,False,False,True,True,True,True
46.0,1.8737,29.3126,1.0,58413.2363,2.0,78.0808,0.1066,1.0,False,True,True,True,True,True
16.0,3.6966,23.7778,2.0,17513.4151,0.0,103.9486,9.266,0.0,False,True,True,True,True,True
97.0,0.8362,31.5551,1.0,59720.5517,2.0,75.5298,1.2802,0.0,True,True,True,True,True,True
1.0,0.297,29.7254,1.0,3488.0643,2.0,28.6562,4.7676,1.0,False,False,False,True,True,True
99.0,1.4254,49.9296,0.0,46967.1517,2.0,107.3133,2.4541,0.0,True,True,True,True,True,True
72.0,3.4464,42.9213,2.0,117014.3214,1.0,88.2651,7.7218,0.0,False,True,True,True,True,True
41.0,2.8744,44.6754,0.0,95470.7834,0.0,8.9236,6.1374,0.0,False,False,False,True,True,True
46.0,1.7097,39.6483,2.0,70274.5259,0.0,31.6295,1.2531,0.0,False,True,True,True,True,True
12.0,1.5254,32.2371,2.0,5628.8009,0.0,29.6086,9.6165,0.0,False,False,False,True,True,True
50.0,2.3929,27.4775,1.0,20258.3196,1.0,14.4146,9.5927,1.0,False,False,True,True,True,True
44.0,4.0013,36.8113,0.0,32081.2436,2.0,2.5243,9.4695,0.0,True,True,True,True,True,True
1.0,2.6879,44.0265,2.0,27437.3718,1.0,32.9313,5.3021,0.0,False,False,False,True,True,True
76.0,0.4666,27.8238,0.0,115764.2666,0.0,97.5476,9.3637,0.0,False,True,True,True,True,True
86.0,0.5379,24.0224,1.0,74165.4118,0.0,96.9367,5.0354,0.0,True,True,True,True,True,True
58.0,3.4799,12.8023,1.0,19433.3323,1.0,48.7402,8.5951,1.0,True,True,True,True,True,True
76.0,2.6222,19.6573,1.0,79844.9309,2.0,112.279,4.8941,0.0,True,True,True,True,True,True
90.0,0.5513,31.5419,2.0,111136.3998,1.0,95.1969,3.3999,1.0,True,True,True,True,True,True
62.0,4.4965,29.8044,2.0,86355.5704,0.0,48.8624,4.0443,1.0,False,True,True,True,True,True
76.0,1.6326,24.7565,2.0,80370.8407,2.0,108.5636,2.6741,0.0,True,True,True,True,True,True
67.0,2.5413,18.2413,0.0,25837.4536,1.0,45.0263,1.1618,1.0,True,True,True,True,True,True
96.0,3.3951,18.6745,1.0,82889.8688,0.0,62.5219,5.3117,1.0,True,True,True,True,True,True
31.0,1.7906,16.7094,2.0,28202.6916,2.0,56.9675,7.3401,1.0,False,True,True,True,True,True
20.0,0.872,10.6934,0.0,7088.567,0.0,58.4131,5.3283,1.0,True,True,True,True,True,True
24.0,2.7618,27.2636,1.0,7169.5659,0.0,68.9639,7.6168,1.0,True,True,True,True,True,True
17.0,2.1072,34.6498,0.0,85244.3775,0.0,60.3587,4.4244,0.0,True,True,True,True,True,True
78.0,2.7648,20.7738,1.0,39784.3324,2.0,50.8942,2.6045,0.0,True,True,True,True,True,True
82.0,0.0842,45.8869,1.0,24159.625,0.0,88.3273,4.8125,1.0,True,True,True,True,True,True
30.0,4.2759,39.6775,2.0,73004.9031,2.0,3.1767,5.5737,1.0,False,True,True,True,True,True
14.0,1.5388,14.417,1.0,109785.2659,2.0,54.5872,7.1355,1.0,True,True,True,True,True,True
27.0,2.9533,19.2289,2.0,31255.4554,2.0,6.965,2.2225,1.0,False,True,True,True,True,True
5.0,1.6041,23.0088,1.0,91218.4825,2.0,104.7717,0.0808,0.0,True,True,True,True,True,True
69.0,0.4984,45.3243,2.0,113695.9591,2.0,80.0347,7.4568,1.0,True,True,True,True,True,True
35.0,0.48,41.0841,2.0,47829.0011,0.0,6.486,2.507,1.0,True,True,True,True,True,True
71.0,4.5541,32.076,0.0,35861.561,2.0,48.3649,2.0666,1.0,False,True,True,True,True,True
